,Input,Target,Predicted,Edit Distance
3120,prachcharathil,பிரச்சாரத்தில்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3121,saanthappaduthum,சாந்தப்படுத்தும்,்்்்்்்்்்்்்்்்்்்்்்்்,20
3122,vilaiyaattaakavum,விளையாட்டாகவும்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3123,padipaiyum,படிப்பையும்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3124,samdharshni,சம்தர்ஷனி,்்்்்்்்்்்்்்்்்்்்்்்்,22
3125,tenurai,டெனுரை,்்்்்்்்்்்்்்்்்்்்்்்்,24
3126,oppandha,ஒப்பந்த,்்்்்்்்்்்்்்்்்்்்்்்்,22
3127,bhaavanai,பாவனை,்்்்்்்்்்்்்்்்்்்்்்்்,24
3128,cheyenne,சீயென்னே,்்்்்்்்்்்்்்்்்்்்்்்்,23
3129,availaik,அவளைக்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3130,kaettathu,கேட்டது,்்்்்்்்்்்்்்்்்்்்்்்்,23
3131,bankura,பங்குரா,்்்்்்்்்்்்்்்்்்்்்்்்,23
3132,odssi,ஒடிசி,்்்்்்்்்்்்்்்்்்்்்்்்,24
3133,irunthaaley,இருந்தாலே,்்்்்்்்்்்்்்்்்்்்்்்்,23
3134,pesuvom,பேசுவோம்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3135,lalithaa,லலிதா,்்்்்்்்்்்்்்்்்்்்்்்்,24
3136,koodugalil,கூடுகளில்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3137,padaiththu,படைத்து,்்்்்்்்்்்்்்்்்்்்்்்்,23
3138,bai,பை,்்்்்்்்்்்்்்்்்்்்்்்்,24
3139,kofii,கோபி,்்்்்்்்்்்்்்்்்்்்்்்்,24
3140,asokaa,அசோகா,்்்்்்்்்்்்்்்்்்்்்்்்,24
3141,ezhunthullana,எழுந்துள்ளன,்்்்்்்்்்்்்்்்்்்்்்்்,22
3142,lopez,லோபஸ்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3143,eerukalai,ஈறுகளை,்்்்்்்்்்்்்்்்்்்்்்்்,24
3144,black,ப்ளாக்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3145,appakuthi,அப்பகுதி,்்்்்்்்்்்்்்்்்்்்்்்்,23
3146,sittharth,சித்தார்த்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3147,greenwood,கிரீண்வுட்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3148,ketkirar,கேட்கிறார்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3149,tarunatthai,தருணத்தை,்்்்்்்்்்்்்்்்்்்்்்்்,23
3150,dhindhwal,திந்த்வால்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3151,thadaiyai,தடையை,்்்்்்்்்்்்்்்்்்்்்்்்,24
3152,munaippilirunthu,முனைப்பிலிருந்து,்்்்்்்்்்்்்்்்்்்்்்்்,22
3153,vaangitu,வாங்கிட்டு,்்்்்்்்்்்்்்்்்்்்்்்்,22
3154,kannaththil,கன்னத்தில்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3155,camarillo,கமரில்லோ,்்்்்்்்்்்்்்்்்்்்்்்்,23
3156,pirathyaekamaaka,பிரத்யேகமாக,்்்்்்்்்்்்்்்்்்்்்்்்,23
3157,paigal,பைகள்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3158,udampai,உடம்பை,்்்்்்்்்்்்்்்்்்்்்்்்,23
3159,veter,வாட்டர்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3160,alavukadantha,அளவுகடந்த,்்்்்்்்்்்்்்்்்்்்்்்்,23
3161,evvitham,எவ்விதம்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3162,karnanin,கர்ணனின்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3163,kidaikkakk,கிடைக்கக்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3164,aappirikkavilum,ஆப்பிரிக்காவிலும்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3165,sozhapuram,சோழபுரம்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3166,aadhangam,ஆதங்கம்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3167,anithaa,அனிதா,்்்்்்்்்்்்்்்்்்்்்்்்,24
3168,uruppugalukku,உறுப்புகளுக்கு,்்்்்்்்்்்்்்்்்்்்்்்்,22
3169,cooltt,கோல்ட்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3170,arivippil,அறிவிப்பில்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3171,katturaikumana,கட்டுரைக்குமான,்்்்்்்்்்்்்்்்்்்்்்்்,22
3172,tobago,டொபாகோ,்்்்்்்்்்்்்்்்்்்்்்்்,24
3173,nav,நவ,்்்்்்்்்்்்்்்்்்்்்்்்,24
3174,iuri,யூரி,்்்்்்்்்்்்்்்்்்்்்்்்,24
3175,neeraetram,நீரேற்றம்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3176,tyler,டைலர்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3177,sandhyaa,சந்தியா,்்்்்்்்்்்்்்்்்்்்்்்்,23
3178,balrampur,பல்ராம்புர்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3179,sadhi,சதி,்்்்்்்்்்்்்்்்்்்்்்்்,24
3180,illaiyaam,இல்லையாம்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3181,laurus,லாரஸ்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3182,industries,இண்டஸ்ட்ரீஸ்,்்்்்்்்்்்்்்்்்்்்்்்்,20
3183,nanmaiye,நன்மையே,்்்்்்்்்்்்்்்்்்்்்்்்,23
3184,marakkattaikal,மரக்கட்டைகள்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3185,goalkalai,கோல்களை,்்்்்்்்்்்்்்்்்்்்்்்்,23
3186,thengaip,தேங்காய்ப்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3187,endrale,என்றாலே,்்்்்்்்்்்்்்்்்்்்்்்்,23
3188,villaikal,வில்லைகள்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3189,aalayankalai,ஆலயங்களை,்்்்்்்்்்்்்்்்்்்்்்்்,23
3190,emilii,எமிலி,்்்்்்்்்்்்்்்்்்்்்்்்,24
3191,kadaththappattirukku,கடத்தப்பட்டிருக்கு,்்்்்்்்்்்்்்்்்்்்்்்்,20
3192,unaru,உணரு,்்்்்்்்்்்்்்்்்்்்்்்்,24
3193,vilas,விலாஸ்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3194,kidaikkaatu,கிடைக்காது,்்்்்்்்்்்்்்்்்்்்்்்்,23
3195,pulavargalai,புலவர்களை,்்்்்்்்்்்்்்்்்்்்்்்்,23
3196,seiyyappattanar,செய்யப்பட்டனர்,்்்்்்்்்்்்்்்்்்்்்்்்,20
3197,religare,ரெலிகரே,்்்்்்்்்்்்்்்்்்்்்்்்,24
3198,ahmadabad,அஹமதாபாத்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3199,padaitthathu,படைத்தது,்்்்்்்்்்்்்்்்்்்்்்்்,23
3200,adhigabatcham,அதிகபட்சம்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3201,cotton,காட்டன்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3202,seiyyappaduvadhum,செய்யப்படுவதும்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3203,madhya,மத்ய,்்்்்்்்்்்்்்்்்்்்்்்்,23
3204,cooper,காப்பர்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3205,muslim,முசுலீம்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3206,kallurikalum,கல்லூரிகளும்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3207,kulirchchi,குளிர்ச்சி,்்்்்்்்்்்்்்்்்்்்்்்்,22
3208,siththandha,சைவ,்்்்்்்்்்்்்்்்்்்்்்்்,24
3209,matakkukireergal,மடக்குகிறீர்கள்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3210,ethirpaarppugal,எதிர்பார்ப்புகள்,்்்்்்்்்்்்்்்்்்்்்்்்,20
3211,pinnuuttam,பின்னூட்டம்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3212,calvin,கெல்வின்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3213,ilatchiyaththirkum,இலட்சத்திற்கும்,்்்்்்்்்்்்்்்்்்்்்்்்,20
3214,merta,மெர்டா,்்்்்்்்்்்்்்்்்்்்்்்்,23
3215,kodaikanal,கொடைகானல்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3216,mugaitheen,முகைதீன்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3217,qarlos,கார்லோஸ்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3218,pirithaar,பிரித்தார்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3219,waterloo,வாட்டர்லூ,்்்்்்்்்்்்்்்்்்்்்்்்,22
3220,naagareeganggalil,நாகரீகங்களில்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3221,kettaalum,கேட்டாலும்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3222,arivikkappattulla,அறிவிக்கப்பட்டுள்ள,்்்்்்்்்்்்்்்்்்்்்்்்,20
3223,carbogen,கார்போஜென்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3224,tarunankalil,தருணங்களில்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3225,kuuttangalai,கூட்டங்களை,்்்்்்்்்்்்்்்்்்்்்்்்,22
3226,sanggaththai,சங்கத்தை,்்்்்்்்்்்்்்்்்்்்்்்்,22
3227,thanthiranggal,தந்திரங்கள்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3228,avathaarangkal,அவதாரங்கள்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3229,ganangal,கணங்கள்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3230,kitantha,கிடந்த,்்்்்்்்்்்்்்்்்்்்்்்்,23
3231,jindal,ஜிந்தால்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3232,chaethamadainththana,சேதமடைந்தன,்்்்்்்்்்்்்்்்்்்்்்்்,23
3233,puunaa,பூனா,்்்்்்்்்்்்்்்்்்்்்்்்,24
3234,nanbargalukkum,நண்பர்களுக்கும்,்்்்்்்்்்்்்்்்்்்்்்்்,20
3235,alipur,அலிபுர்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3236,mudivirku,முடிவிற்கு,்்்்்்்்்்்்்்்்்்்்்்்்,23
3237,marakkattaigal,மரக்கட்டைகள்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3238,jha,ஜா,்்்்்்்்்்்்்்்்்்்்்்்்,24
3239,thamilagatthukku,தமிழகத்துக்கு,்்்்்்்்்்்்்்்்்்்்்்்்,22
3240,mahayanaa,மகாயான,்்்்்்்்்்்்்்்்்்்்்்்்,24
3241,makalaith,மகளைத்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3242,vilaiyaadavillai,விளையாடவில்லை,்்்்்்்்்்்்்்்்்்்்்்்்,23
3243,bombay,பாம்பே,்்்்்்்்்்்்்்்்்்்்்்்்,23
3244,vazhikaattum,வழிகாட்டும்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3245,koovaiyin,கோவையின்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3246,koolin,கோளின்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3247,thirangalaiyum,திறன்களையும்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3248,kavalturaip,காவல்துறைப்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3249,denver,டென்வர்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3250,cauimbetore,கோவை,்்்்்்்்்்்்்்்்்்்்்்்்,24
3251,bajpai,பாஜ்பாய்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3252,kidaikkaathu,கிடைக்காது,்்்்்்்்்்்்்்்்்்்்்்்்,23
3253,betless,பீட்டில்ஸ்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3254,thalaivargalukku,தலைவர்களுக்கு,்்்்்்்்்்்்்்்்்்்்்்்்,22
3255,kattanaththil,கட்டணத்தில்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3256,sendrulla,சென்றுள்ள,்்்்்்்்்்்்்்்்்்்்்்்்,22
3257,thenik,தெனிக்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3258,edhirppukkalinaalum,எதிர்ப்புக்களினாலும்,்்்்்்்்்்்்்்்்்்்்்்்்,20
3259,kophee,கோபி,்்்்்்்்்்்்்்்்்்்்்்்்,24
3260,surabhi,சுரபி,்்்்்்்்்்்்்்்்்்்்்்்்,24
3261,sivaperumaanae,சிவபெருமானே,்்்்்்்்்்்்்்்்்்்்்்்்,24
3262,jurdan,ஜோர்டான்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3263,nadigaiyum,நடிகையும்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3264,kanchipuram,காஞ்சிபுரம்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3265,reedar,ரேடார்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3266,porulaakavum,பொருளாகவும்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3267,pugaiyiradha,புகையிரத,்்்்்்்்்்்்்்்்்்்்்்்்,24
3268,thulaiththu,துளைத்து,்்்்்்்்்்்்்்்்்்்்்்்்,23
3269,awasthi,அவஸ்தி,்்்்்்்்்்்்்்்்்்்்்்்்,23
3270,alavukalai,அளவுகளை,்்்்்்்்்்்்்்்்்்்்்்்்,24
3271,thandavaala,தண்டவாள,்்்்்்்்்்்்்்்்்்்்்்்்,23
3272,palavaaraaga,பலவாறாக,்்்்்்்்்்்்்்்்்்்்்்்்,24
3273,ciruvanin,சிறுவனின்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3274,africaavukku,ஆப்பிரிக்காவுக்கு,்்்்்்்்்்்்்்்்்்்்்்்்,21
3275,reese,ரீஸ்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3276,pettruththandhadhu,பெற்றுத்தந்தது,்்்்்்்்்்்்்்்்்்்்்்்்,21
3277,pulavar,புலவர்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3278,konark,கொனார்க்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3279,engkoa,எங்கோ,்்்்்்்்்்்்்்்்்்்்்்்்,23
3280,person,பர்சன்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3281,adikalayum,அடிகளையும்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3282,gingee,செஞ்சி,்்்்்்்்்்்்்்்்்்்்்்்்,23
3283,padangkalin,படங்களின்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3284,kidaikkak,கிடைக்கக்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3285,thiruthathach,திருத்தச்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3286,kaardu,சிம்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3287,irakkappadugiraargal,இறக்கப்படுகிறார்கள்,்்்்்்்்்்்்்்்்்்்்்்்்,20
3288,pajakavukku,பாஜகவுக்கு,்்்்்்்்்்்்்்்்்்்்்்்்,23
3289,siiv,சிவ,்்்்்்்்்்்்்்்்்்்்்்்்,24
3290,clara,க்ளாரா,்்்்்்்்்்்்்்்்்்்்்்்்,23
3291,kar,கர்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3292,land,லேண்ட்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3293,kanavanadhu,கணவனது,்்்்்்்்்்்்்்்்்்்்்்்்,24
3294,kalandhuvittrundhaan,கலந்துவிட்டிருந்தான்,்்்்்்்்்்்்்்்்்்்்்்்்,20
3295,bajindhar,பஜிந்தர்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3296,padmanaaban,பத்மநாபன்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3297,shahvai,ஷாவை,்்்்்்்்்்்்்்்்்்்்்்்்,24
3298,sollapappattadhu,சொல்லப்பட்டது,்்்்்்்்்்்்்்்்்்்்்்்்,21
3299,kuraindavai,குறைந்தவை,்்்்்்்்்்்்்்்்்்்்்்்்,23
3300,eppavum,எப்பவும்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3301,jalaun,ஜலாயுன்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3302,tharunathai,தருணத்தை,்்்்்்்்்்்்்்்்்்்்்்்்,23
3303,vaakkuvaadham,வாக்குவாதம்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3304,baanaththil,பானத்தில்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3305,aanchchanaeyar,ஆஞ்சநேயர்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3306,murukkugiradhu,முறுக்குகிறது,்்்்்்்்்்்்்்்்்்்்்்்்,23
3307,kambaramayanaththil,கம்பராமாயணத்தில்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3308,seithavarukku,செய்தவருக்கு,்்்்்்்்்்்்்்்்்்்்்்்்,22
3309,flint,ஃபிளிண்ட்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3310,goli,கோலி,்்்்்்்்்்்்்்்்்்்்்்்்,24
3311,poochchugal,பூச்சுகள்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3312,poanra,போன்ற,்்்்்்்்்்்்்்்்்்்்்்்்,23
3313,binvaangkinaar,பின்வாங்கினார்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3314,kutch,கட்ச்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3315,mushlimmaggalukku,முஸ்லிம்மக்களுக்கு,்்்்்்்்்்்்்்்்்்்்்்்்,20
3316,livermore,லிவர்மோர்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3317,vetpaalargalai,வேட்பாளர்களை,்்்்்்்்்்்்்்்்்்்்்்்்,22
3318,shoottik,சூட்டிக்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3319,vendum,கிடைக்க,்்்்்்்்்்்்்்்்்்்்்்்்,23
3320,ioore,யூரி,்்்்்்்்்்்்்்்்்்்்்்்்,24
3321,rosario,ரொசாரியோ,்்்்்்்்்்்்்்்்்்்்்்்்,24
3322,kuwaa,குவா,்்்்்்்்்்்்்்்்்்்்்்்்,24
3323,prabu,பிரபு,்்்்்்்்்்்்்்்்்்்்்்்்,24
3324,nerkonda,நேர்கொண்ட,்்்்்்்்்்்்்்்்்்்்்்்்,22
3325,unarndhulladhaleye,உணர்ந்துள்ளதாலேயே,்்்்்்்்்்்்்்்்்்்்்்்்,21
3326,parththu,பர்த்து,்்்்்்்்்்்்்்்்்்்்்்்்,22
3327,vaayaal,தன்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3328,guurilla,கொரில்லா,்்்்்்்்்்்்்்்்்்்்்்்்,23
3329,thiraikkup,திரைக்குப்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3330,apcotex,ஆப்கோடெக்ஸ்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3331,puthaiththu,புதைத்து,்்்்்்்்்்்்்்்்்்்்்்்்,23
3332,pankutharar,பங்குதாரர்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3333,varukindrana,உலா,்்்்்்்்்்்்்்்்்்்்்்்்,24
3334,vaazhvum,வாழ்வும்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3335,plaant,பிளாண்ட்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3336,whittier,விட்டியர்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3337,cutler,கட்லர்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3338,latiin,லத்தீன்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3339,verumanea,வெறுமனே,்்்்்்்்்்்்்்்்்்்்்்்்,24
3340,magalaith,மகளைத்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3341,patimatthin,படிமத்தின்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3342,thoolvikku,தோல்விக்கு,்்்்்்்்்்்்்்்்்்்்்்்்,22
3343,thoalvikkup,தோல்விக்குப்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3344,andhra,ஆந்த்ரா,்்்்்்்்்்்்்்்்்்்்்்்்,22
3345,berg,பெர்க்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3346,theriyaadhaa,தெரியாதா,்்்்்்்்்்்்்்்்்்்்்்்்,24
3347,kandukkapattulathu,கண்டுக்கப்பட்டுள்ளது,்்்்்்்்்்்்்்்்்்்்்்்்,19
3348,kothikum,கொதிக்கும்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3349,solanki,சோலாங்கி,்்்்்்்்்்்்்்்்்்்்்்்்,23
3350,thamizhagatthilum,தமிழகத்திலும்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3351,schultz,ஷுல்ஸ்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3352,tewari,திவாரி,்்்்்்்்்்்்்்்்்்்்்்்்,24
3353,nagarungga,நகருங்க,்்்்்்்்்்்்்்்்்்்்்்்்,23
3354,nirupar,நிருபர்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3355,needhimandril,நீதிமன்றில்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3356,elimaiyaakak,எளிமையாகக்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3357,veezhchchikkum,வீழ்ச்சிக்கும்,்்்்்்்்்்்்்்்்்்்்்்்்,20
3358,berlin,பெர்லின்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3359,sonnarkal,சொன்னார்கள்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3360,asoqa,அசோகா,்்்்்்்்்்்்்்்்்்்்்்்்,24
3361,veelchchikkum,வீழ்ச்சிக்கும்,்்்்்்்்்்்்்்்்்்்்்்்்,20
3362,sollappadugiraargal,சொல்லப்படுகிறார்கள்,்்்்்்்்்்்்்்்்்்்்்்்்,20
3363,marainr,மரைனர்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3364,aayirakkanakkil,ஆயிரக்கணக்கில்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3365,mendez,மென்டெஸ்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3366,azhagil,அழகில்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3367,kalakattangalil,காலகட்டங்களில்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3368,music,மியூசிக்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3369,vendiyathuthaan,வேண்டியதுதான்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3370,pilae,பிலே,்்்்்்்்்்்்்்்்்்்்்்்்,24
3371,ullooratchi,உள்ளூராட்சி,்்்்்்்்்்்்்்்்்்்்்்்்,22
3372,maanavargal,மாணவா்கள்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3373,spartanburg,ஸ்பார்டன்பர்க்,்்்்்்்்்்்்்்்்்்்்்்்்,19
3374,saalukkiyargal,சாளுக்கியர்கள்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3375,thalatthudan,தளத்துடன்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3376,ilamvayidhilaeyae,இளம்வயதிலேயே,்்்்்்்்்்்்்்்்்்்்்்்்,23
3377,samsaram,சம்சாரம்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3378,vazhakkuppathivu,வழக்குப்பதிவு,்்்்்்்்்்்்்்்்்்்்்்்்,22
3379,valaikudaavil,வளைகுடாவில்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3380,muyanrapoathu,முயன்றபோது,்்்்்்்்்்்்்்்்்்்்்்்்,23
3381,seluththiyullathaagavum,செலுத்தியுள்ளதாகவும்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3382,kampenikal,கம்பெனிகள்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3383,netrip,நெற்றிப்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3384,tholainookki,தொலைநோக்கி,்்்்்்்்்்்்்்்்்்்்்்்்,23
3385,magaathaeve,மகாதேவி,்்்்்்்்்்்்்்்்்்்்்்்்,24
3386,preem,பிரேம்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3387,vaakuvaatham,வாக்குவாதம்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3388,seyalaiyay,செயலியை,்்்்்்்்்்்்்்்்்்்்்்்்,24
3389,kaneepaa,கனீபா,்்்்்்்்்்்்்்்்்்்்்்்்,24
3390,pangillaiya,பங்கில்லையா,்்்்்்்்்்்்்்்்்்்்்்்்,22
3391,gurila,கொரில்லா,்்்்்்்்்்்்்்்்்்்்்்்்,23
3392,pidiththavargalaagavoo,பிடித்தவர்களாகவோ,்்்்்்்்்்்்்்்்்்்்்்்்,22
3393,saranadainthathu,சரணடைந்தது,்்்்்்்்்்்்்்்்்்்்்்்்,23
3394,praveen,பிரவீன்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3395,frazier,ஃப்ரேசியர்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3396,karugi,கருகி,்்்்்்்்்்்்்்்்்்்்்்்்,24
3397,poonaiyin,பூனையின்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3398,vidaadheergal,விடாதீர்கள்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3399,yerpadave,ஏற்படவே,்்்்்்்்்்்்்்்்்்்்்்்்,23
3400,rohtak,ரோடக்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3401,mannikkavum,மன்னிக்கவும்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3402,buena,ப்யூனா,்்்்்்்்்்்்்்்்்்்்்்்்,23
3403,jenn,ஜென்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3404,veruththaar,வெறுத்தார்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3405,himachalap,இமாச்சலப்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3406,mahbubnagar,மஹ்புப்நகர்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3407,kavarndha,கவர்ந்த,்்்்்்்்்்்்்்்்்்்்்்்்,22
3408,palakkad,பாலக்காடு,்்்்்்்்்்்்்்்்்்்்்்்்,23
3409,gillette,கில்லட்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3410,committiyil,கமிட்டியில்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3411,koppaiyil,கோப்பையில்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3412,paguppaayvu,பகுப்பாய்வு,்்்்்்்்்்்்்்்்்்்்்்்்,22
3413,noidaa,நொய்டா,்்்்்்்்்்்்்்்்்்்்்்்்,23
3414,racklaa,ரேக்ளா,்்்்்்்்்்்்்்்்்்்்்்்்,23
3415,vichaariththa,விசாரித்த,்்்்்்்்்்்்்்்்்்்்்்்்,23
3416,kampattin,கம்பத்தின்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3417,tholilin,தொழிலின்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3418,thamizharingyar,தமிழறிஞர்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3419,oyal,ஆயில்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3420,vishwakarma,விஸ்வகர்மா,்்்்்்்்்்்்்்்்்்்்்்்்,22
3421,qiiran,கிரண்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3422,sastrrii,சாஸ்திரி,்்்்்்்்்்்்்்்்்்்்்்்்,23
3423,ulhasnagar,உல்லாஸ்நகர்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3424,kaettanar,கேட்டனர்,்்்்்்்்்்்்்்்்்்்்்்்்,22
